Property_ID,Listing_Date,Area,Community,Property_Type,Developer,Bedrooms,Bathrooms,Size_SqFt,Floor_No,Parking_Spaces,Furnished,Handover_Status,Property_Age,Sale_Price,Annual_Rent,Service_Charges,Distance_To_Metro,Distance_To_Downtown,Nearby_Schools,Nearby_Malls,Latitude,Longitude,Agent_Name,Listing_Status,Transaction_Type,Completion_Status,Price_Per_SqFt,Rent_Per_SqFt,Rental_Yield,Listing_Month,Listing_Year,Luxury_Flag,Premium_Location_Flag,Accessibility_Score,Neighborhood_Convenience_Score,Investment_Grade
PROP_00537,2024-07-16,Palm Jumeirah,Marina Residences,Apartment,Meraas,1,1.0,1177,27.0,1.0,Yes,Ready,2,4757175.23,172534.17,27159.88,7.25,17.35,3,5,25.136016,55.135713,Omar,Sold,Sale,Completed,4041.780144435005,146.58807986406117,3.6268197335249304,7,2024,1,1,3.6399999999999997,4.2,Medium
PROP_00538,2023-10-06,JVC,District 10,Villa,Danube,4,6.0,5715,1.0,1.0,No,Ready,9,7735081.87,405888.54,76699.97,5.82,14.05,8,2,25.053691,55.217848,Maryam,Rented,Sale,Completed,1353.4701434820647,71.02161679790026,5.247372255673358,10,2023,1,0,4.085,4.4,Low
PROP_00539,2024-09-01,Dubai Hills,Park Heights,Penthouse,Ellington,3,5.0,3192,3.0,2.0,No,Ready,13,9312084.23,379614.93,42358.87,4.94,12.66,2,3,25.086206,55.238578,Maryam,Sold,Sale,Completed,2917.3196209273183,118.92698308270677,4.07658393785813,9,2024,1,0,4.863999999999999,2.5999999999999996,Medium
PROP_00540,2023-07-14,International City,China Cluster,Villa,Nakheel,6,6.0,5985,2.0,1.0,No,Ready,15,5190493.08,251456.39,141709.37,7.15,30.81,4,2,25.177792,55.407166,Maryam,Sold,Sale,Completed,867.250305764411,42.01443441938179,4.844556887454708,7,2023,1,0,1.8249999999999997,2.8,Low
PROP_00541,2023-05-08,Dubai Marina,Marina Gate,Studio,Ellington,0,1.0,467,63.0,1.0,No,Ready,2,779430.72,38555.32,11527.5,0.92,21.68,7,1,25.088702,55.137031,Zain,Sold,Rent,Completed,1669.0165310492505,82.55957173447537,4.9466000005747786,5,2023,0,1,5.572,3.4000000000000004,Medium
PROP_00542,2024-05-04,Palm Jumeirah,Marina Residences,Apartment,Danube,3,3.0,821,50.0,2.0,No,Off-Plan,0,2787871.88,115786.12,7777.55,7.17,18.14,4,2,25.099474,55.133678,Hassan,Rented,Sale,Upcoming,3395.7026552984166,141.03059683313032,4.153208073536005,5,2024,1,1,3.001,2.8,Medium
PROP_00543,2024-02-12,Dubai Marina,Princess Tower,Townhouse,Emaar,4,4.0,2179,1.0,1.0,Yes,Ready,3,5926281.12,251067.83,29163.98,0.2,20.05,2,4,25.087336,55.136968,Fatima,Sold,Rent,Completed,2719.725158329509,115.22158329508949,4.236515698735533,2,2024,1,1,6.695,3.2,High
PROP_00544,2024-10-13,Silicon Oasis,Silicon Gates,Villa,Azizi,6,8.0,6239,2.0,3.0,No,Ready,13,6313576.26,359734.32,195841.56,5.76,23.93,2,1,25.121851,55.375652,Ali,Sold,Sale,Completed,1011.95323930117,57.65897098894054,5.697790050927492,10,2024,1,0,2.9270000000000005,1.4,Low
PROP_00545,2025-03-03,Silicon Oasis,Palace Towers,Studio,Sobha,0,1.0,499,63.0,1.0,Yes,Off-Plan,0,213294.69,18000.0,4794.82,6.44,26.8,2,1,25.123323,55.373075,Ahmed,Sold,Sale,Upcoming,427.44426853707415,36.07214428857716,8.439028650924222,3,2025,0,0,2.3,1.4,Medium
PROP_00546,2023-08-06,Palm Jumeirah,Marina Residences,Apartment,Sobha,2,3.0,1574,20.0,2.0,No,Ready,3,5511310.84,222962.65,13116.47,6.84,18.47,8,5,25.117949,55.124514,Fatima,Sold,Sale,Completed,3501.468132147395,141.65352604828462,4.045546630790289,8,2023,1,1,3.733,6.2,Medium
PROP_00547,2023-03-07,Business Bay,Executive Towers,Apartment,Nakheel,2,2.0,2069,38.0,1.0,Yes,Ready,12,4953480.14,220350.43,38773.93,2.64,1.0,2,3,25.182237,55.270988,Sara,Sold,Sale,Completed,2394.142165297245,106.50093281778636,4.44839635513306,3,2023,1,0,7.18,2.5999999999999996,Medium
PROP_00548,2024-09-09,Al Furjan,Masakin,Villa,Meraas,3,5.0,6692,0.0,1.0,No,Ready,6,12834412.25,489520.07,58199.34,5.04,22.66,1,4,25.02285,55.141776,Ali,Active,Sale,Completed,1917.873916616856,73.1500403466826,3.814121445257456,9,2024,1,0,4.014,2.8,Low
PROP_00549,2023-02-28,International City,England Cluster,Penthouse,Meraas,4,5.0,4562,47.0,3.0,No,Ready,12,5202515.95,229399.7,132302.12,8.08,22.7,7,5,25.146666,55.387351,Zain,Sold,Sale,Completed,1140.4024441034635,50.284896975010966,4.409399263831185,2,2023,1,0,2.69,5.800000000000001,Low
PROP_00550,2024-01-13,Al Furjan,Azizi Tulip,Studio,Emaar,0,1.0,361,16.0,2.0,No,Off-Plan,0,336015.36,18000.0,12479.36,4.72,21.1,5,2,25.018767,55.149993,Fatima,Sold,Rent,Upcoming,930.7904709141274,49.86149584487535,5.356897970378497,1,2024,0,0,3.9299999999999997,3.2,Medium
PROP_00551,2024-09-13,Dubai Hills,Mulberry,Townhouse,Meraas,2,3.0,3818,0.0,3.0,No,Ready,10,8445481.22,344829.52,101748.21,3.04,16.94,8,2,25.094715,55.257815,Zain,Active,Rent,Completed,2212.017082242012,90.31679413305396,4.083006178302768,9,2024,1,0,5.186,4.4,Low
PROP_00552,2024-05-24,Dubai Hills,Sidra,Townhouse,DAMAC,5,6.0,2413,1.0,3.0,No,Ready,4,5195951.02,223517.78,83708.37,4.42,12.99,1,2,25.101746,55.229797,Sara,Sold,Rent,Completed,2153.3157977621217,92.63065893079154,4.3017684181326254,5,2024,1,0,4.891,1.6,Low
PROP_00553,2024-03-21,Downtown Dubai,Opera District,Studio,Meraas,0,1.0,546,28.0,1.0,Yes,Off-Plan,0,1481188.33,61948.46,5797.47,0.37,2.99,2,1,25.216552,55.282555,Omar,Active,Sale,Upcoming,2712.799139194139,113.45871794871795,4.18234864164775,3,2024,0,1,7.716,1.4,High
PROP_00554,2024-12-09,Dubai Marina,Marina Gate,Penthouse,Ellington,5,6.0,2994,18.0,2.0,No,Off-Plan,0,10278902.12,421363.75,59282.37,2.37,19.9,8,1,25.075377,55.149076,Hassan,Active,Rent,Upcoming,3433.167040748163,140.7360554442218,4.09930695983707,12,2024,1,1,5.025,3.8000000000000003,Medium
PROP_00555,2023-03-31,Al Furjan,Masakin,Penthouse,DAMAC,5,7.0,7633,30.0,1.0,No,Ready,8,14940348.82,694053.66,232247.88,3.1,24.0,2,3,25.02739,55.150002,Maryam,Rented,Rent,Completed,1957.336410323595,90.92803091838071,4.645498363939805,3,2023,1,0,4.65,2.5999999999999996,Low
PROP_00556,2023-11-24,Downtown Dubai,Burj Views,Apartment,Azizi,1,2.0,725,8.0,2.0,Yes,Ready,6,2001042.16,91465.55,20106.79,2.17,1.0,7,4,25.201548,55.279154,Maryam,Active,Rent,Completed,2760.058151724138,126.15937931034483,4.570895697669859,11,2023,0,1,7.614999999999999,5.2,High
PROP_00557,2024-09-07,Al Furjan,Murooj,Penthouse,Nakheel,4,5.0,4800,38.0,1.0,Yes,Ready,15,9868937.96,458617.99,61886.83,5.86,23.9,8,2,25.043355,55.138327,Hassan,Active,Sale,Completed,2056.028741666667,95.54541458333333,4.6470855512400036,9,2024,1,0,3.08,4.4,Low
PROP_00558,2023-06-06,Arjan,Lincoln Park,Townhouse,Emaar,3,4.0,2018,2.0,3.0,No,Ready,12,2101627.53,121287.14,37720.51,5.53,22.21,1,3,25.058021,55.265679,Hassan,Rented,Sale,Completed,1041.4407978196232,60.102646184340934,5.771105406104002,6,2023,0,0,3.614,2.1999999999999997,Medium
PROP_00559,2024-03-08,JVC,District 15,Penthouse,Azizi,4,5.0,7514,3.0,2.0,Yes,Off-Plan,0,14281236.63,694817.24,179611.22,5.42,17.64,7,3,25.043785,55.204835,Maryam,Active,Rent,Upcoming,1900.617065477775,92.46968858131488,4.865245622640453,3,2024,1,0,4.1259999999999994,4.6,Low
PROP_00560,2023-02-25,Dubai Hills,Sidra,Studio,Danube,0,2.0,437,51.0,1.0,Yes,Ready,4,791470.75,28244.47,12254.06,3.96,12.99,6,5,25.105309,55.25451,Omar,Sold,Sale,Completed,1811.145881006865,64.63265446224257,3.568605662306535,2,2023,0,0,5.721,5.4,Low
PROP_00561,2024-03-13,Arjan,Vincitore,Townhouse,Nakheel,3,3.0,2970,0.0,1.0,No,Ready,3,3944487.28,177809.24,79488.29,6.25,24.75,3,4,25.074665,55.233884,Omar,Sold,Rent,Completed,1328.1101952861952,59.86843097643097,4.507790933984201,3,2024,1,0,3.2,3.6,Low
PROP_00562,2023-09-04,Business Bay,Executive Towers,Apartment,Meraas,4,4.0,750,52.0,1.0,Yes,Off-Plan,0,1653355.56,87804.15,24467.18,1.13,4.93,1,1,25.180447,55.261064,Zain,Active,Rent,Upcoming,2204.47408,117.0722,5.310663484870731,9,2023,0,0,7.142,1.0,Medium
PROP_00563,2023-04-30,Palm Jumeirah,Golden Mile,Apartment,Nakheel,4,5.0,946,57.0,1.0,No,Off-Plan,0,3178936.17,138509.85,20242.94,5.77,19.99,1,1,25.108799,55.130088,Hassan,Rented,Sale,Upcoming,3360.397642706131,146.41633192389006,4.357113279188616,4,2023,1,1,3.3160000000000007,1.0,Medium
PROP_00564,2023-05-09,Downtown Dubai,Burj Views,Villa,Azizi,4,5.0,6241,3.0,3.0,Yes,Ready,13,20783443.81,946449.14,170311.78,0.2,1.88,5,5,25.204704,55.261387,Sara,Rented,Sale,Completed,3330.1464204454414,151.65023874379105,4.5538609897971485,5,2023,1,1,8.712,5.0,Medium
PROP_00565,2024-09-05,Downtown Dubai,Opera District,Apartment,Nakheel,1,1.0,802,27.0,3.0,No,Off-Plan,0,2250120.91,96250.82,38625.785,1.66,2.46,2,2,25.20624,55.271425,Hassan,Active,Sale,Upcoming,2805.6370448877806,120.01349127182046,4.2775843543447625,9,2024,0,1,7.324,2.0,High
PROP_00566,2023-11-02,Business Bay,Executive Towers,Villa,Ellington,3,5.0,6623,2.0,1.0,Yes,Ready,2,16864555.2,835397.66,105869.87,0.34,7.62,2,5,25.182165,55.266766,Fatima,Rented,Sale,Completed,2546.361950777593,126.13583874377171,4.953570669921968,11,2023,1,0,8.068,3.8,Medium
PROP_00567,2024-07-05,Al Furjan,Murooj,Apartment,Emaar,4,4.0,1521,63.0,3.0,Yes,Ready,10,1868284.94,105861.89,22305.68,2.73,26.05,6,5,25.046627,55.137749,Ali,Rented,Rent,Completed,1228.3267192636424,69.60019066403682,5.666260415287617,7,2024,0,0,5.029999999999999,5.4,Medium
PROP_00568,2024-07-17,International City,China Cluster,Townhouse,Emaar,3,3.0,3934,2.0,1.0,Yes,Ready,4,3554987.38,159333.52,49723.38,5.81,28.4,7,1,25.15681,55.392369,Omar,Active,Sale,Completed,903.6571886120996,40.501657346212504,4.481971466239073,7,2024,1,0,2.4550000000000005,3.4000000000000004,Medium
PROP_00569,2024-11-04,Arjan,Vincitore,Apartment,Nakheel,2,2.0,2002,35.0,3.0,No,Ready,6,2031668.38,106480.98,48709.99,5.75,24.0,6,5,25.049697,55.236353,Fatima,Sold,Sale,Completed,1014.8193706293706,53.1873026973027,5.2410610436335086,11,2024,0,0,3.725,5.4,Medium
PROP_00570,2024-02-21,International City,France Cluster,Apartment,Nakheel,1,2.0,1742,16.0,2.0,No,Off-Plan,0,1214585.63,50686.05,35501.96,8.52,25.58,2,5,25.168797,55.409989,Omar,Sold,Sale,Upcoming,697.236297359357,29.09646957520092,4.173114579002553,2,2024,0,0,2.1820000000000004,3.8,Medium
PROP_00571,2023-04-18,Downtown Dubai,Opera District,Townhouse,Ellington,4,4.0,2537,0.0,2.0,No,Off-Plan,0,6893125.63,344062.94,70705.64,0.55,1.2,4,4,25.208018,55.256268,Omar,Active,Rent,Upcoming,2717.0380882932595,135.61802916830902,4.991392272071502,4,2023,1,1,8.405,4.0,Medium
PROP_00572,2023-07-05,Downtown Dubai,Burj Views,Villa,Sobha,5,7.0,6087,0.0,1.0,No,Ready,5,21265787.01,870804.76,55317.45,2.41,1.0,6,4,25.198977,55.280773,Ali,Sold,Rent,Completed,3493.6400542138986,143.0597601445704,4.094862605322406,7,2023,1,1,7.495,4.800000000000001,Medium
PROP_00573,2024-12-25,Al Furjan,Murooj,Townhouse,Danube,3,3.0,3455,3.0,2.0,No,Ready,8,5212827.47,236356.02,87865.04,4.52,24.64,1,3,25.035346,55.135142,Fatima,Sold,Sale,Completed,1508.7778494934876,68.4098465991317,4.534123205884656,12,2024,1,0,3.8760000000000003,2.1999999999999997,Low
PROP_00574,2025-02-28,JVC,District 15,Townhouse,Meraas,4,5.0,3257,1.0,1.0,Yes,Ready,2,4317626.74,230333.08,76626.25,5.02,17.43,5,4,25.049128,55.193206,Ali,Sold,Rent,Completed,1325.645299355235,70.71939821922014,5.334714968899789,2,2025,1,0,4.547000000000001,4.4,Low
PROP_00575,2024-05-24,Al Furjan,Masakin,Townhouse,DAMAC,4,4.0,2815,0.0,2.0,Yes,Off-Plan,0,4280819.31,207147.24,70864.38,4.24,26.64,3,4,25.03246,55.13872,Sara,Active,Sale,Upcoming,1520.7173392539962,73.58694138543517,4.8389624742185156,5,2024,1,0,4.016,3.6,Low
PROP_00576,2024-12-01,International City,France Cluster,Penthouse,DAMAC,5,7.0,5417,69.0,3.0,No,Ready,11,6002422.83,277233.3,137171.18,6.79,30.1,4,5,25.160405,55.433038,Ahmed,Active,Rent,Completed,1108.0714103747462,51.17838286874654,4.618689949904779,12,2024,1,0,2.605,4.6,Low
PROP_00577,2023-12-13,Silicon Oasis,Silicon Gates,Townhouse,Nakheel,2,3.0,2896,3.0,2.0,Yes,Ready,5,3441552.41,157575.47,46818.45,6.34,22.87,6,1,25.123418,55.367656,Zain,Sold,Rent,Completed,1188.381357044199,54.411419198895025,4.578616020553353,12,2023,1,0,2.743,3.0000000000000004,Medium
PROP_00578,2024-09-24,JVC,District 15,Studio,DAMAC,0,2.0,523,51.0,1.0,No,Ready,9,471170.52,21997.63,13302.28,4.16,20.46,1,4,25.065899,55.204848,Ahmed,Sold,Sale,Completed,900.89965583174,42.06047801147228,4.668719511568763,9,2024,0,0,4.6739999999999995,2.8,Medium
PROP_00579,2023-03-28,Dubai Hills,Park Heights,Apartment,Meraas,4,5.0,1839,2.0,1.0,No,Ready,13,3078396.9,154929.08,14967.2,3.91,13.34,8,2,25.109559,55.249474,Fatima,Active,Sale,Completed,1673.9515497553018,84.24637302882,5.032784434001996,3,2023,1,0,5.111000000000001,4.4,Medium
PROP_00580,2024-01-09,International City,France Cluster,Studio,Danube,0,1.0,458,61.0,2.0,Yes,Off-Plan,0,206069.1,18000.0,12382.54,7.68,26.59,6,3,25.169534,55.404326,Ali,Active,Sale,Upcoming,449.93253275109174,39.301310043668124,8.734934058526969,1,2024,0,0,2.101,4.2,Medium
PROP_00581,2023-04-24,Palm Jumeirah,Shoreline,Villa,Sobha,4,5.0,5829,3.0,1.0,Yes,Off-Plan,0,25757108.36,1057483.04,94971.5,6.47,17.88,6,2,25.10759,55.149967,Fatima,Rented,Rent,Upcoming,4418.786817635958,181.41757419797565,4.105596890846019,4,2023,1,1,3.3770000000000002,3.6000000000000005,Medium
PROP_00582,2023-11-29,JVC,District 12,Apartment,Danube,4,5.0,1224,16.0,2.0,No,Ready,15,1425419.07,72957.77,33599.25,6.99,20.85,8,2,25.068754,55.209483,Omar,Active,Sale,Completed,1164.5580637254902,59.60602124183007,5.1183382862977975,11,2023,0,0,2.82,4.4,Medium
PROP_00583,2024-03-15,Palm Jumeirah,Marina Residences,Townhouse,Danube,3,4.0,3871,0.0,3.0,Yes,Ready,7,18438115.1,651418.78,128428.94,7.03,17.7,1,3,25.109589,55.13119,Fatima,Active,Rent,Completed,4763.140041332989,168.28178248514595,3.5330009410777565,3,2024,1,1,3.315,2.1999999999999997,Low
PROP_00584,2024-11-13,Silicon Oasis,Axis Residences,Apartment,Meraas,2,2.0,1723,32.0,1.0,No,Ready,3,1681364.1,79320.9,28033.43,5.59,23.15,5,2,25.131096,55.375231,Omar,Active,Rent,Completed,975.8352292513059,46.03650609402205,4.717651578263149,11,2024,0,0,3.29,3.2,Medium
PROP_00585,2023-05-30,Palm Jumeirah,Shoreline,Villa,DAMAC,4,4.0,4294,1.0,2.0,Yes,Ready,1,18485191.06,779911.2,65720.1,5.92,19.99,5,2,25.10937,55.139239,Fatima,Rented,Sale,Completed,4304.888462971588,181.62813227759665,4.219113545911059,5,2023,1,1,3.4410000000000003,3.2,Medium
PROP_00586,2023-11-08,Palm Jumeirah,Shoreline,Townhouse,DAMAC,3,4.0,2624,3.0,2.0,Yes,Ready,1,9911939.3,441163.06,24970.97,6.65,17.47,7,1,25.108703,55.135349,Omar,Rented,Sale,Completed,3777.415891768293,168.1261661585366,4.450824875410607,11,2023,1,1,3.128,3.4000000000000004,Medium
PROP_00587,2023-04-14,Downtown Dubai,Opera District,Apartment,Ellington,1,2.0,2150,28.0,1.0,No,Ready,15,5767076.32,260200.0,19131.21,0.2,1.56,5,5,25.190809,55.248208,Ahmed,Active,Sale,Completed,2682.3610790697676,121.02325581395348,4.511818217103116,4,2023,1,1,8.744,5.0,High
PROP_00588,2024-10-27,Palm Jumeirah,Shoreline,Apartment,Meraas,2,3.0,2274,47.0,3.0,No,Ready,11,6702678.23,326945.63,54746.3,5.19,15.21,6,2,25.10618,55.144827,Ahmed,Active,Sale,Completed,2947.527805628848,143.77556288478453,4.8778356767396245,10,2024,1,1,4.284,3.6000000000000005,Medium
PROP_00589,2025-01-12,Arjan,Lincoln Park,Villa,DAMAC,4,4.0,4681,3.0,1.0,Yes,Ready,2,7525057.09,323844.05,122575.53,5.45,21.16,6,3,25.067961,55.253586,Ahmed,Rented,Sale,Completed,1607.574682760094,69.18266396069215,4.303542765547311,1,2025,1,0,3.759,4.2,Low
PROP_00590,2024-05-09,Dubai Hills,Park Heights,Villa,Nakheel,5,6.0,5731,3.0,3.0,Yes,Ready,3,11867439.57,592967.02,46102.35,4.89,14.06,7,1,25.113312,55.239335,Ali,Sold,Sale,Completed,2070.7449956377595,103.46658872797069,4.996587650624961,5,2024,1,0,4.349,3.4000000000000004,Medium
PROP_00591,2024-06-09,Palm Jumeirah,Marina Residences,Penthouse,Emaar,3,4.0,2764,25.0,3.0,Yes,Ready,12,15205308.44,613619.62,63442.74,6.59,14.37,8,5,25.119427,55.144948,Ali,Rented,Rent,Completed,5501.196975397974,222.0042040520984,4.035561806729125,6,2024,1,1,4.268,6.2,Medium
PROP_00592,2023-08-14,Downtown Dubai,Burj Views,Apartment,Danube,2,2.0,976,2.0,2.0,No,Ready,14,2692727.28,121820.0,32283.95,0.2,2.74,5,3,25.175429,55.276185,Ahmed,Sold,Sale,Completed,2758.9418852459016,124.81557377049181,4.524037800070121,8,2023,1,1,8.225999999999999,3.8,High
PROP_00593,2024-07-01,Arjan,Miraclz,Apartment,DAMAC,2,3.0,2356,18.0,1.0,Yes,Ready,1,2936084.45,132424.42,66177.15,6.62,20.05,4,2,25.061689,55.24242,Ahmed,Rented,Sale,Completed,1246.215810696095,56.20730899830221,4.510238797797523,7,2024,1,0,3.0849999999999995,2.8,Low
PROP_00594,2023-08-13,Downtown Dubai,Burj Views,Townhouse,Ellington,3,4.0,3505,2.0,1.0,No,Ready,1,11250087.92,469087.79,46008.85,0.71,1.24,1,3,25.191461,55.285332,Ali,Rented,Rent,Completed,3209.725512125535,133.8338915834522,4.169636658270667,8,2023,1,1,8.120999999999999,2.1999999999999997,High
PROP_00595,2024-10-06,Arjan,Lincoln Park,Apartment,Emaar,2,3.0,878,29.0,1.0,Yes,Ready,8,1049601.23,46988.07,23298.5,6.13,22.4,4,5,25.071211,55.245373,Ali,Rented,Sale,Completed,1195.4455922551253,53.51716400911162,4.476754471791159,10,2024,0,0,3.6950000000000003,4.6,Medium
PROP_00596,2023-01-22,Palm Jumeirah,Shoreline,Apartment,Danube,4,4.0,2381,23.0,1.0,No,Ready,15,7907035.13,345108.5,82617.59,6.76,17.0,3,3,25.10427,55.147233,Fatima,Sold,Sale,Completed,3320.888336833263,144.94267114657706,4.364575271591085,1,2023,1,1,3.52,3.0,Medium
PROP_00597,2023-04-13,Arjan,Lincoln Park,Studio,Danube,0,2.0,542,52.0,1.0,Yes,Ready,4,485272.61,19782.09,17309.08,5.77,24.05,1,5,25.042835,55.240847,Hassan,Active,Sale,Completed,895.3369188191882,36.49832103321033,4.076490119646357,4,2023,0,0,3.71,3.4,Medium
PROP_00598,2023-05-23,Palm Jumeirah,Golden Mile,Apartment,Emaar,1,1.0,1971,70.0,3.0,Yes,Ready,10,7757714.98,296323.17,38625.785,6.08,19.71,2,2,25.101762,55.131102,Ahmed,Active,Sale,Completed,3935.9284525621515,150.34153729071537,3.8197223120976274,5,2023,1,1,3.389,2.0,Medium
PROP_00599,2024-07-11,Dubai Hills,Mulberry,Studio,Nakheel,0,2.0,373,70.0,1.0,No,Ready,0,534806.44,23073.25,8398.01,2.97,14.41,1,1,25.081971,55.242639,Ali,Active,Sale,Completed,1433.7974262734583,61.85857908847185,4.314317905371522,7,2024,0,0,5.274,1.0,Medium
PROP_00600,2024-12-04,Arjan,Lincoln Park,Villa,Danube,6,6.0,4159,2.0,3.0,Yes,Ready,9,5968232.9,291023.49,112876.41,6.73,25.38,4,4,25.062331,55.249447,Maryam,Active,Sale,Completed,1435.0163260399136,69.9743904784804,4.876208668063205,12,2024,1,0,2.8970000000000002,4.0,Low
PROP_00601,2024-06-27,Downtown Dubai,Opera District,Apartment,DAMAC,1,2.0,1218,11.0,1.0,Yes,Ready,4,4019591.87,154665.67,12063.63,1.84,2.36,3,4,25.193076,55.276972,Zain,Sold,Sale,Completed,3300.1575287356322,126.98330870279148,3.8477953733148538,6,2024,1,1,7.643999999999999,3.6,Medium
PROP_00602,2024-12-29,Al Furjan,Murooj,Apartment,Danube,3,3.0,2353,35.0,2.0,Yes,Off-Plan,0,3134883.26,156249.07,32310.72,3.93,24.52,6,3,25.028872,55.169895,Ali,Rented,Sale,Upcoming,1332.292078198045,66.40419464513387,4.984206971713518,12,2024,1,0,4.183,4.2,Medium
PROP_00603,2023-04-03,Downtown Dubai,Burj Views,Studio,Nakheel,0,1.0,511,15.0,2.0,Yes,Ready,13,1414717.23,58199.28,9290.21,0.2,3.87,5,2,25.188519,55.269276,Hassan,Sold,Sale,Completed,2768.52686888454,113.89291585127201,4.113845421957574,4,2023,0,1,7.913,3.2,High
PROP_00604,2024-06-30,Al Furjan,Masakin,Apartment,Danube,3,3.0,1134,32.0,1.0,No,Ready,13,1669807.41,72720.75,34479.47,3.39,23.2,8,5,25.020076,55.148391,Maryam,Sold,Sale,Completed,1472.4933068783068,64.1276455026455,4.355038165748708,6,2024,0,0,4.984999999999999,6.2,Medium
PROP_00605,2024-07-25,Dubai Hills,Mulberry,Villa,Azizi,3,3.0,5129,2.0,1.0,No,Ready,6,11185205.9,499933.77,53141.85,2.57,12.47,1,3,25.100763,55.236023,Omar,Rented,Sale,Completed,2180.777130044843,97.471976993566,4.469598275343326,7,2024,1,0,6.068,2.1999999999999997,Medium
PROP_00606,2023-05-01,Dubai Hills,Park Heights,Penthouse,Emaar,5,7.0,6780,32.0,1.0,No,Ready,7,18597288.96,811090.37,183472.35,5.03,12.63,1,2,25.125802,55.241612,Fatima,Active,Sale,Completed,2742.9629734513273,119.62984808259587,4.36133659989117,5,2023,1,0,4.622,1.6,Low
PROP_00607,2023-09-08,Business Bay,DAMAC Towers,Townhouse,Danube,5,5.0,2957,0.0,1.0,No,Ready,11,6411328.8,334709.41,61831.73,2.04,6.25,3,1,25.20701,55.28743,Sara,Active,Sale,Completed,2168.186946229286,113.1922252282719,5.220593428307716,9,2023,1,0,6.555,1.8000000000000003,Medium
PROP_00608,2023-04-24,Downtown Dubai,Burj Views,Villa,Danube,6,7.0,4079,2.0,2.0,Yes,Off-Plan,0,14767410.78,623773.59,109346.4,2.31,2.42,1,3,25.199079,55.281123,Ali,Sold,Rent,Upcoming,3620.350767344937,152.92316499141947,4.223987531008466,4,2023,1,1,7.202999999999999,2.1999999999999997,Medium
PROP_00609,2024-03-09,Business Bay,Executive Towers,Studio,Emaar,0,2.0,439,59.0,2.0,Yes,Ready,8,889366.31,38962.49,10581.92,1.95,4.11,5,2,25.182628,55.262987,Maryam,Active,Sale,Completed,2025.891366742597,88.75282460136674,4.380927134512212,3,2024,0,0,7.014,3.2,Medium
PROP_00610,2024-10-30,Business Bay,DAMAC Towers,Penthouse,Danube,4,5.0,6651,10.0,3.0,Yes,Ready,14,21012061.28,1028831.18,158532.03,2.29,2.95,8,3,25.177115,55.276958,Omar,Sold,Sale,Completed,3159.233390467599,154.68819425650278,4.89638387348164,10,2024,1,0,7.16,5.0,Medium
PROP_00611,2023-08-05,Palm Jumeirah,Golden Mile,Apartment,Ellington,3,3.0,836,31.0,1.0,No,Ready,5,2694886.79,118008.7,24766.79,7.14,17.34,2,1,25.123871,55.140428,Zain,Active,Sale,Completed,3223.5487918660288,141.15873205741627,4.378985434115398,8,2023,1,1,2.896,1.4,Medium
PROP_00612,2023-02-19,Silicon Oasis,Silicon Gates,Studio,Sobha,0,1.0,466,11.0,2.0,Yes,Ready,1,351827.65,18000.0,8594.81,5.57,22.84,8,1,25.111387,55.378545,Omar,Rented,Rent,Completed,754.9949570815451,38.62660944206009,5.11614138343021,2,2023,0,0,3.1310000000000002,3.8000000000000003,Medium
PROP_00613,2024-02-22,Al Furjan,Masakin,Penthouse,Emaar,4,6.0,6220,17.0,3.0,No,Off-Plan,0,12857387.28,564025.53,107336.38,3.43,25.35,2,3,25.034265,55.141637,Zain,Sold,Sale,Upcoming,2067.1040643086817,90.67934565916399,4.386781837686078,2,2024,1,0,4.35,2.5999999999999996,Low
PROP_00614,2025-01-05,International City,China Cluster,Villa,Nakheel,5,5.0,2924,1.0,3.0,Yes,Ready,14,2621736.63,131675.14,67128.66,5.89,24.89,2,1,25.153026,55.393231,Ahmed,Sold,Sale,Completed,896.6267544459644,45.03253761969905,5.022439649096257,1,2025,1,0,2.766,1.4,Low
PROP_00615,2024-09-30,JVC,District 10,Studio,Nakheel,0,1.0,506,17.0,1.0,Yes,Off-Plan,0,407160.91,21171.83,8677.01,5.19,19.9,5,3,25.054037,55.214017,Zain,Rented,Sale,Upcoming,804.6658300395256,41.84156126482214,5.199868032518152,9,2024,0,0,4.015000000000001,3.8,Medium
PROP_00616,2024-07-14,Palm Jumeirah,Shoreline,Studio,Danube,0,2.0,566,64.0,1.0,Yes,Ready,0,1696121.96,67670.27,15094.22,7.08,18.35,3,3,25.108052,55.143625,Fatima,Rented,Sale,Completed,2996.6819081272083,119.55878091872792,3.989705433682375,7,2024,0,1,3.225,3.0,Medium
PROP_00617,2024-04-29,Downtown Dubai,Opera District,Apartment,Ellington,3,3.0,1459,10.0,1.0,Yes,Off-Plan,0,4745061.1,192784.8,33478.33,0.2,1.0,8,3,25.187839,55.279466,Zain,Active,Sale,Upcoming,3252.269431117203,132.13488690884165,4.062851793415263,4,2024,1,1,8.4,5.0,High
PROP_00618,2024-10-01,Arjan,Vincitore,Townhouse,Nakheel,5,6.0,2931,1.0,2.0,Yes,Off-Plan,0,4015037.72,193461.53,86067.87,4.67,22.9,6,5,25.054334,55.245551,Ali,Sold,Sale,Upcoming,1369.8525145001706,66.00529853292392,4.8184237233019065,10,2024,1,0,4.375,5.4,Low
